record_id,stratum,jaccard_at_10,overlap_n,pred_comparables,ref_comparables
Cedric Mullins__2024_2025,weakness_up,1.0,10,"['Akil Baddoo (2021)', 'Akil Baddoo (2023)', 'Alfonso Rivas (2022)', 'Cedric Mullins (2023)', 'Gavin Lux (2021)', 'George Springer (2024)', 'Jarren Duran (2022)', 'Ji Hwan Bae (2023)', 'Lane Thomas (2024)', 'Leody Taveras (2024)']","['Akil Baddoo (2021)', 'Akil Baddoo (2023)', 'Alfonso Rivas (2022)', 'Cedric Mullins (2023)', 'Gavin Lux (2021)', 'George Springer (2024)', 'Jarren Duran (2022)', 'Ji Hwan Bae (2023)', 'Lane Thomas (2024)', 'Leody Taveras (2024)']"
Christian Vazquez__2024_2025,decliner,1.0,10,"['Austin Barnes (2023)', 'Ben Rortvedt (2024)', 'Brayan Rocchio (2024)', 'Brock Holt (2021)', 'DJ LeMahieu (2024)', 'Gilberto Celestino (2022)', 'Luke Maile (2022)', 'Nicky Lopez (2024)', 'Omar Narvaez (2022)', 'Tucker Barnhart (2022)']","['Austin Barnes (2023)', 'Ben Rortvedt (2024)', 'Brayan Rocchio (2024)', 'Brock Holt (2021)', 'DJ LeMahieu (2024)', 'Gilberto Celestino (2022)', 'Luke Maile (2022)', 'Nicky Lopez (2024)', 'Omar Narvaez (2022)', 'Tucker Barnhart (2022)']"
Christian Walker__2024_2025,weakness_up,1.0,10,"['Christian Encarnacion-Strand (2023)', 'Eloy Jimenez (2021)', 'Jared Walsh (2022)', 'Jesus Sanchez (2021)', 'Jesus Sanchez (2022)', 'Jo Adell (2024)', 'MJ Melendez (2024)', 'Mark Vientos (2023)', 'Ryan Zimmerman (2021)', ""Travis d'Arnaud (2024)""]","['Christian Encarnacion-Strand (2023)', 'Eloy Jimenez (2021)', 'Jared Walsh (2022)', 'Jesus Sanchez (2021)', 'Jesus Sanchez (2022)', 'Jo Adell (2024)', 'MJ Melendez (2024)', 'Mark Vientos (2023)', 'Ryan Zimmerman (2021)', ""Travis d'Arnaud (2024)""]"
Christian Yelich__2024_2025,elite,1.0,10,"['Brad Miller (2021)', 'Bryan Reynolds (2022)', 'Bryan Reynolds (2023)', 'Chad Pinder (2021)', 'Joc Pederson (2023)', 'Nathaniel Lowe (2021)', 'Randy Arozarena (2022)', 'Randy Arozarena (2023)', 'Seth Brown (2022)', 'Spencer Torkelson (2023)']","['Brad Miller (2021)', 'Bryan Reynolds (2022)', 'Bryan Reynolds (2023)', 'Chad Pinder (2021)', 'Joc Pederson (2023)', 'Nathaniel Lowe (2021)', 'Randy Arozarena (2022)', 'Randy Arozarena (2023)', 'Seth Brown (2022)', 'Spencer Torkelson (2023)']"
Christopher Morel__2024_2025,weakness_up,1.0,10,"['Blake Sabol (2023)', 'Brent Rooker (2021)', 'Christopher Morel (2022)', 'Eric Haase (2021)', 'Keston Hiura (2022)', 'Luis Robert Jr. (2024)', 'Luke Raley (2024)', 'Luke Voit (2021)', 'Nolan Gorman (2024)', 'Shea Langeliers (2023)']","['Blake Sabol (2023)', 'Brent Rooker (2021)', 'Christopher Morel (2022)', 'Eric Haase (2021)', 'Keston Hiura (2022)', 'Luis Robert Jr. (2024)', 'Luke Raley (2024)', 'Luke Voit (2021)', 'Nolan Gorman (2024)', 'Shea Langeliers (2023)']"
Cody Bellinger__2024_2025,weakness_up,1.0,10,"['Bryan Reynolds (2021)', 'Francisco Lindor (2022)', 'Jean Segura (2021)', 'Jose Altuve (2021)', 'Maikel Garcia (2023)', 'Marcus Semien (2023)', 'Nolan Arenado (2021)', 'Tommy Edman (2023)', 'Xander Bogaerts (2022)', 'Xander Bogaerts (2023)']","['Bryan Reynolds (2021)', 'Francisco Lindor (2022)', 'Jean Segura (2021)', 'Jose Altuve (2021)', 'Maikel Garcia (2023)', 'Marcus Semien (2023)', 'Nolan Arenado (2021)', 'Tommy Edman (2023)', 'Xander Bogaerts (2022)', 'Xander Bogaerts (2023)']"
Colt Keith__2024_2025,decliner,1.0,10,"['David Fry (2024)', 'Gavin Lux (2024)', 'George Springer (2023)', 'Jake Fraley (2022)', 'Ketel Marte (2022)', 'LaMonte Wade Jr. (2022)', 'Lane Thomas (2022)', 'Luis Urias (2021)', 'Michael Conforto (2023)', 'Rafael Ortega (2021)']","['David Fry (2024)', 'Gavin Lux (2024)', 'George Springer (2023)', 'Jake Fraley (2022)', 'Ketel Marte (2022)', 'LaMonte Wade Jr. (2022)', 'Lane Thomas (2022)', 'Luis Urias (2021)', 'Michael Conforto (2023)', 'Rafael Ortega (2021)']"
Colton Cowser__2024_2025,weakness_up,1.0,10,"['Bobby Dalbec (2022)', 'Brandon Lowe (2023)', 'Byron Buxton (2023)', 'Chris Taylor (2023)', 'Garrett Mitchell (2024)', 'James Outman (2023)', 'Jazz Chisholm Jr. (2023)', 'Michael A. Taylor (2023)', 'Nelson Velazquez (2022)', 'Sam Hilliard (2021)']","['Bobby Dalbec (2022)', 'Brandon Lowe (2023)', 'Byron Buxton (2023)', 'Chris Taylor (2023)', 'Garrett Mitchell (2024)', 'James Outman (2023)', 'Jazz Chisholm Jr. (2023)', 'Michael A. Taylor (2023)', 'Nelson Velazquez (2022)', 'Sam Hilliard (2021)']"
Corbin Carroll__2024_2025,elite,1.0,10,"['Elly De La Cruz (2023)', 'Elly De La Cruz (2024)', 'Fernando Tatis Jr. (2021)', 'Francisco Lindor (2023)', 'Gunnar Henderson (2023)', 'Jarren Duran (2024)', 'Julio Rodriguez (2022)', 'Matt Chapman (2024)', 'Michael Harris II (2022)', ""Tyler O'Neill (2021)""]","['Elly De La Cruz (2023)', 'Elly De La Cruz (2024)', 'Fernando Tatis Jr. (2021)', 'Francisco Lindor (2023)', 'Gunnar Henderson (2023)', 'Jarren Duran (2024)', 'Julio Rodriguez (2022)', 'Matt Chapman (2024)', 'Michael Harris II (2022)', ""Tyler O'Neill (2021)""]"
Corey Seager__2024_2025,decliner,1.0,10,"['Brandon Belt (2021)', 'Bryce Harper (2024)', 'Christian Walker (2022)', 'Danny Jansen (2022)', 'Darin Ruf (2021)', 'Evan Longoria (2021)', 'Josh Donaldson (2021)', 'Mike Trout (2023)', 'Riley Greene (2024)', 'William Contreras (2024)']","['Brandon Belt (2021)', 'Bryce Harper (2024)', 'Christian Walker (2022)', 'Danny Jansen (2022)', 'Darin Ruf (2021)', 'Evan Longoria (2021)', 'Josh Donaldson (2021)', 'Mike Trout (2023)', 'Riley Greene (2024)', 'William Contreras (2024)']"
Daniel Schneemann__2024_2025,weakness_up,1.0,10,"['Bo Naylor (2024)', 'Bradley Zimmer (2021)', 'Brandon Crawford (2022)', 'Brandon Crawford (2023)', 'Chas McCormick (2021)', 'Joey Wiemer (2023)', 'Jordan Luplow (2022)', 'Paul DeJong (2021)', 'Ramon Laureano (2023)', 'Yoan Moncada (2022)']","['Bo Naylor (2024)', 'Bradley Zimmer (2021)', 'Brandon Crawford (2022)', 'Brandon Crawford (2023)', 'Chas McCormick (2021)', 'Joey Wiemer (2023)', 'Jordan Luplow (2022)', 'Paul DeJong (2021)', 'Ramon Laureano (2023)', 'Yoan Moncada (2022)']"
Danny Jansen__2024_2025,weakness_up,1.0,10,"['Andrew McCutchen (2024)', 'Brandon Belt (2022)', 'Connor Joe (2024)', 'Josh Smith (2023)', 'Josh VanMeter (2021)', 'Matt Thaiss (2023)', 'Nolan Jones (2024)', 'Pavin Smith (2022)', 'Spencer Torkelson (2022)', 'Zack Short (2023)']","['Andrew McCutchen (2024)', 'Brandon Belt (2022)', 'Connor Joe (2024)', 'Josh Smith (2023)', 'Josh VanMeter (2021)', 'Matt Thaiss (2023)', 'Nolan Jones (2024)', 'Pavin Smith (2022)', 'Spencer Torkelson (2022)', 'Zack Short (2023)']"
Dansby Swanson__2024_2025,elite,1.0,10,"['Anthony Volpe (2023)', 'Austin Slater (2021)', 'Brandon Marsh (2021)', 'Cody Bellinger (2022)', 'Jason Heyward (2024)', 'Jazz Chisholm Jr. (2021)', 'Kevin Kiermaier (2022)', 'Tyler Fitzgerald (2024)', ""Tyler O'Neill (2022)"", 'Zack Gelof (2023)']","['Anthony Volpe (2023)', 'Austin Slater (2021)', 'Brandon Marsh (2021)', 'Cody Bellinger (2022)', 'Jason Heyward (2024)', 'Jazz Chisholm Jr. (2021)', 'Kevin Kiermaier (2022)', 'Tyler Fitzgerald (2024)', ""Tyler O'Neill (2022)"", 'Zack Gelof (2023)']"
Daulton Varsho__2024_2025,weakness_up,1.0,10,"['Adam Duvall (2021)', 'Adam Duvall (2022)', 'Brandon Lowe (2023)', 'Brandon Lowe (2024)', 'Byron Buxton (2024)', 'Jesus Sanchez (2024)', 'Luis Robert Jr. (2023)', 'Michael A. Taylor (2023)', 'Seth Brown (2021)', 'Stone Garrett (2023)']","['Adam Duvall (2021)', 'Adam Duvall (2022)', 'Brandon Lowe (2023)', 'Brandon Lowe (2024)', 'Byron Buxton (2024)', 'Jesus Sanchez (2024)', 'Luis Robert Jr. (2023)', 'Michael A. Taylor (2023)', 'Seth Brown (2021)', 'Stone Garrett (2023)']"
Davis Schneider__2024_2025,weakness_up,1.0,10,"['Brandon Belt (2022)', 'Edouard Julien (2023)', 'JJ Bleday (2023)', 'Jack Suwinski (2022)', 'Ji-Man Choi (2021)', 'Max Muncy (2024)', 'Michael Busch (2024)', 'Mike Yastrzemski (2023)', 'Mitch Garver (2022)', 'Trent Grisham (2024)']","['Brandon Belt (2022)', 'Edouard Julien (2023)', 'JJ Bleday (2023)', 'Jack Suwinski (2022)', 'Ji-Man Choi (2021)', 'Max Muncy (2024)', 'Michael Busch (2024)', 'Mike Yastrzemski (2023)', 'Mitch Garver (2022)', 'Trent Grisham (2024)']"
Dominic Smith__2024_2025,weakness_up,1.0,10,"['Bryan De La Cruz (2021)', 'Cody Bellinger (2024)', 'Donovan Solano (2021)', 'Freddy Galvis (2021)', 'Jean Segura (2023)', 'Juan Yepez (2024)', 'Manuel Margot (2023)', 'Manuel Margot (2024)', 'Phil Gosselin (2021)', 'Tucupita Marcano (2023)']","['Bryan De La Cruz (2021)', 'Cody Bellinger (2024)', 'Donovan Solano (2021)', 'Freddy Galvis (2021)', 'Jean Segura (2023)', 'Juan Yepez (2024)', 'Manuel Margot (2023)', 'Manuel Margot (2024)', 'Phil Gosselin (2021)', 'Tucupita Marcano (2023)']"
Dylan Carlson__2024_2025,weakness_up,1.0,10,"['Connor Joe (2024)', 'Dylan Carlson (2021)', 'Dylan Carlson (2023)', 'Enrique Hernandez (2022)', 'Josh Smith (2023)', 'Nick Senzel (2024)', 'P.J. Higgins (2022)', 'Phillip Evans (2021)', 'Stephen Vogt (2021)', 'Zack Short (2023)']","['Connor Joe (2024)', 'Dylan Carlson (2021)', 'Dylan Carlson (2023)', 'Enrique Hernandez (2022)', 'Josh Smith (2023)', 'Nick Senzel (2024)', 'P.J. Higgins (2022)', 'Phillip Evans (2021)', 'Stephen Vogt (2021)', 'Zack Short (2023)']"
Dylan Moore__2024_2025,baseline,1.0,10,"['Chris Taylor (2023)', 'Cody Bellinger (2021)', 'Jackson Holliday (2024)', 'Jarred Kelenic (2021)', 'Nelson Velazquez (2022)', 'Nelson Velazquez (2024)', 'Ramon Laureano (2022)', 'Rougned Odor (2022)', 'Sheldon Neuse (2022)', 'Stuart Fairchild (2024)']","['Chris Taylor (2023)', 'Cody Bellinger (2021)', 'Jackson Holliday (2024)', 'Jarred Kelenic (2021)', 'Nelson Velazquez (2022)', 'Nelson Velazquez (2024)', 'Ramon Laureano (2022)', 'Rougned Odor (2022)', 'Sheldon Neuse (2022)', 'Stuart Fairchild (2024)']"
Edmundo Sosa__2024_2025,baseline,1.0,10,"['Alex Kirilloff (2021)', 'Eddie Rosario (2023)', 'Jonathan Schoop (2021)', 'Kevin Pillar (2021)', 'Kevin Pillar (2023)', 'Lewis Brinson (2021)', 'Michael Harris II (2024)', 'Nick Gonzales (2024)', 'Nick Gordon (2022)', 'Ozzie Albies (2022)']","['Alex Kirilloff (2021)', 'Eddie Rosario (2023)', 'Jonathan Schoop (2021)', 'Kevin Pillar (2021)', 'Kevin Pillar (2023)', 'Lewis Brinson (2021)', 'Michael Harris II (2024)', 'Nick Gonzales (2024)', 'Nick Gordon (2022)', 'Ozzie Albies (2022)']"
Edouard Julien__2024_2025,weakness_up,1.0,10,"['Andrew McCutchen (2022)', 'Andrew McCutchen (2024)', 'Austin Meadows (2021)', 'Henry Davis (2023)', 'Hunter Renfroe (2024)', 'Jacob Stallings (2024)', 'Jon Singleton (2024)', 'Jorge Polanco (2024)', 'Rowdy Tellez (2023)', 'Spencer Torkelson (2022)']","['Andrew McCutchen (2022)', 'Andrew McCutchen (2024)', 'Austin Meadows (2021)', 'Henry Davis (2023)', 'Hunter Renfroe (2024)', 'Jacob Stallings (2024)', 'Jon Singleton (2024)', 'Jorge Polanco (2024)', 'Rowdy Tellez (2023)', 'Spencer Torkelson (2022)']"
Elias Diaz__2024_2025,weakness_up,1.0,10,"['Adam Duvall (2024)', 'Brian Anderson (2023)', 'Cristian Pache (2022)', 'Kelvin Gutierrez (2021)', 'Martin Maldonado (2022)', 'Michael Perez (2021)', 'Paul DeJong (2022)', 'Paul DeJong (2023)', 'Rougned Odor (2021)', 'Seby Zavala (2022)']","['Adam Duvall (2024)', 'Brian Anderson (2023)', 'Cristian Pache (2022)', 'Kelvin Gutierrez (2021)', 'Martin Maldonado (2022)', 'Michael Perez (2021)', 'Paul DeJong (2022)', 'Paul DeJong (2023)', 'Rougned Odor (2021)', 'Seby Zavala (2022)']"
Elly De La Cruz__2024_2025,elite,1.0,10,"['Austin Slater (2021)', 'Austin Slater (2022)', 'Elly De La Cruz (2023)', 'George Springer (2022)', 'Gunnar Henderson (2023)', 'Jazz Chisholm Jr. (2021)', 'Jazz Chisholm Jr. (2022)', 'Jazz Chisholm Jr. (2024)', 'Lawrence Butler (2024)', 'Trevor Story (2021)']","['Austin Slater (2021)', 'Austin Slater (2022)', 'Elly De La Cruz (2023)', 'George Springer (2022)', 'Gunnar Henderson (2023)', 'Jazz Chisholm Jr. (2021)', 'Jazz Chisholm Jr. (2022)', 'Jazz Chisholm Jr. (2024)', 'Lawrence Butler (2024)', 'Trevor Story (2021)']"
Enrique Hernandez__2024_2025,weakness_up,1.0,10,"['Adam Duvall (2024)', 'Brian Anderson (2023)', 'David Bote (2021)', 'Kelvin Gutierrez (2021)', 'Kyle Higashioka (2024)', ""Ryan O'Hearn (2021)"", ""Travis d'Arnaud (2023)"", ""Travis d'Arnaud (2024)"", 'Yoan Moncada (2023)', 'Zach Neto (2023)']","['Adam Duvall (2024)', 'Brian Anderson (2023)', 'David Bote (2021)', 'Kelvin Gutierrez (2021)', 'Kyle Higashioka (2024)', ""Ryan O'Hearn (2021)"", ""Travis d'Arnaud (2023)"", ""Travis d'Arnaud (2024)"", 'Yoan Moncada (2023)', 'Zach Neto (2023)']"
Ernie Clement__2024_2025,strength_up,1.0,10,"['Ernie Clement (2024)', 'Jeff McNeil (2021)', 'Josh Harrison (2021)', 'Kyle Farmer (2021)', 'Mauricio Dubon (2022)', 'Mauricio Dubon (2024)', 'Miguel Rojas (2022)', 'Miguel Rojas (2023)', 'Nick Fortes (2024)', 'Nick Madrigal (2023)']","['Ernie Clement (2024)', 'Jeff McNeil (2021)', 'Josh Harrison (2021)', 'Kyle Farmer (2021)', 'Mauricio Dubon (2022)', 'Mauricio Dubon (2024)', 'Miguel Rojas (2022)', 'Miguel Rojas (2023)', 'Nick Fortes (2024)', 'Nick Madrigal (2023)']"
Eugenio Suarez__2024_2025,baseline,1.0,10,"['Bobby Bradley (2021)', 'Brent Rooker (2023)', 'Eric Haase (2021)', 'J.D. Davis (2022)', 'J.D. Martinez (2023)', 'Jo Adell (2024)', 'Luke Voit (2021)', 'Mark Vientos (2024)', 'Matt Wallner (2024)', 'Teoscar Hernandez (2022)']","['Bobby Bradley (2021)', 'Brent Rooker (2023)', 'Eric Haase (2021)', 'J.D. Davis (2022)', 'J.D. Martinez (2023)', 'Jo Adell (2024)', 'Luke Voit (2021)', 'Mark Vientos (2024)', 'Matt Wallner (2024)', 'Teoscar Hernandez (2022)']"
Ezequiel Duran__2024_2025,decliner,1.0,10,"['Charlie Culberson (2021)', 'Jack Mayfield (2021)', 'Joey Wendle (2023)', 'Jonny DeLuca (2024)', 'Jorge Mateo (2021)', 'Jose Caballero (2024)', 'Kevin Pillar (2024)', 'Leury Garcia (2022)', 'Tim Anderson (2023)', 'Victor Robles (2022)']","['Charlie Culberson (2021)', 'Jack Mayfield (2021)', 'Joey Wendle (2023)', 'Jonny DeLuca (2024)', 'Jorge Mateo (2021)', 'Jose Caballero (2024)', 'Kevin Pillar (2024)', 'Leury Garcia (2022)', 'Tim Anderson (2023)', 'Victor Robles (2022)']"
Ezequiel Tovar__2024_2025,weakness_up,1.0,10,"['Christian Bethancourt (2022)', 'Eddie Rosario (2023)', 'Edmundo Sosa (2023)', 'James McCann (2023)', 'Javier Baez (2024)', 'Jorge Alfaro (2021)', 'Kevin Pillar (2021)', 'Kevin Pillar (2023)', 'Lewis Brinson (2021)', 'Mickey Moniak (2024)']","['Christian Bethancourt (2022)', 'Eddie Rosario (2023)', 'Edmundo Sosa (2023)', 'James McCann (2023)', 'Javier Baez (2024)', 'Jorge Alfaro (2021)', 'Kevin Pillar (2021)', 'Kevin Pillar (2023)', 'Lewis Brinson (2021)', 'Mickey Moniak (2024)']"
Fernando Tatis Jr.__2024_2025,weakness_up,1.0,10,"['Bryan Reynolds (2021)', 'Francisco Lindor (2023)', 'Francisco Lindor (2024)', 'Kyle Tucker (2022)', 'Marcus Semien (2021)', 'Matt Chapman (2024)', 'Max Kepler (2021)', 'Mookie Betts (2022)', 'Nolan Jones (2023)', 'Wyatt Langford (2024)']","['Bryan Reynolds (2021)', 'Francisco Lindor (2023)', 'Francisco Lindor (2024)', 'Kyle Tucker (2022)', 'Marcus Semien (2021)', 'Matt Chapman (2024)', 'Max Kepler (2021)', 'Mookie Betts (2022)', 'Nolan Jones (2023)', 'Wyatt Langford (2024)']"
Francisco Alvarez__2024_2025,decliner,1.0,10,"['Evan Longoria (2022)', 'Evan Longoria (2023)', 'Jorge Soler (2022)', 'Mitch Haniger (2022)', 'Ryan Jeffers (2023)', 'Tyler Soderstrom (2024)', 'Willson Contreras (2021)', 'Willson Contreras (2022)', 'Willson Contreras (2024)', 'Willy Adames (2021)']","['Evan Longoria (2022)', 'Evan Longoria (2023)', 'Jorge Soler (2022)', 'Mitch Haniger (2022)', 'Ryan Jeffers (2023)', 'Tyler Soderstrom (2024)', 'Willson Contreras (2021)', 'Willson Contreras (2022)', 'Willson Contreras (2024)', 'Willy Adames (2021)']"
Francisco Lindor__2024_2025,elite,1.0,10,"['Bryan Reynolds (2021)', 'Cedric Mullins (2021)', 'Francisco Lindor (2022)', 'Francisco Lindor (2023)', 'Jackson Chourio (2024)', 'Kyle Tucker (2022)', 'Marcus Semien (2021)', 'Mookie Betts (2022)', 'Wyatt Langford (2024)', 'Xander Bogaerts (2022)']","['Bryan Reynolds (2021)', 'Cedric Mullins (2021)', 'Francisco Lindor (2022)', 'Francisco Lindor (2023)', 'Jackson Chourio (2024)', 'Kyle Tucker (2022)', 'Marcus Semien (2021)', 'Mookie Betts (2022)', 'Wyatt Langford (2024)', 'Xander Bogaerts (2022)']"
Freddie Freeman__2024_2025,baseline,1.0,10,"['Anthony Santander (2022)', 'Anthony Santander (2023)', 'Anthony Santander (2024)', 'C.J. Cron (2022)', 'Corey Seager (2021)', 'Joey Meneses (2022)', 'Jose Abreu (2021)', 'Josh Naylor (2022)', 'Josh Naylor (2024)', 'Rowdy Tellez (2021)']","['Anthony Santander (2022)', 'Anthony Santander (2023)', 'Anthony Santander (2024)', 'C.J. Cron (2022)', 'Corey Seager (2021)', 'Joey Meneses (2022)', 'Jose Abreu (2021)', 'Josh Naylor (2022)', 'Josh Naylor (2024)', 'Rowdy Tellez (2021)']"
Freddy Fermin__2024_2025,baseline,1.0,10,"['Albert Almora Jr. (2022)', 'Brett Wisely (2024)', 'Elias Diaz (2024)', 'Gio Urshela (2024)', 'Jose Azocar (2022)', 'Kyle Farmer (2023)', 'Kyle Farmer (2024)', 'Marwin Gonzalez (2021)', 'Ozzie Albies (2022)', 'Reese McGuire (2022)']","['Albert Almora Jr. (2022)', 'Brett Wisely (2024)', 'Elias Diaz (2024)', 'Gio Urshela (2024)', 'Jose Azocar (2022)', 'Kyle Farmer (2023)', 'Kyle Farmer (2024)', 'Marwin Gonzalez (2021)', 'Ozzie Albies (2022)', 'Reese McGuire (2022)']"
Gabriel Moreno__2024_2025,weakness_up,1.0,10,"['Adley Rutschman (2024)', 'Alex Bregman (2024)', 'Alex Verdugo (2024)', 'Gabriel Moreno (2023)', 'Jason Heyward (2023)', 'Jose Altuve (2021)', 'Max Kepler (2022)', 'Nolan Arenado (2021)', 'Will Smith (2023)', 'Yasmani Grandal (2024)']","['Adley Rutschman (2024)', 'Alex Bregman (2024)', 'Alex Verdugo (2024)', 'Gabriel Moreno (2023)', 'Jason Heyward (2023)', 'Jose Altuve (2021)', 'Max Kepler (2022)', 'Nolan Arenado (2021)', 'Will Smith (2023)', 'Yasmani Grandal (2024)']"
Gavin Lux__2024_2025,baseline,1.0,10,"['Anthony Rendon (2021)', 'Austin Martin (2024)', 'Austin Nola (2022)', 'Brian Goodwin (2021)', 'Jonathan India (2022)', 'Jurickson Profar (2021)', 'Jurickson Profar (2023)', 'Luis Matos (2023)', 'Mark Canha (2022)', 'Nolan Schanuel (2024)']","['Anthony Rendon (2021)', 'Austin Martin (2024)', 'Austin Nola (2022)', 'Brian Goodwin (2021)', 'Jonathan India (2022)', 'Jurickson Profar (2021)', 'Jurickson Profar (2023)', 'Luis Matos (2023)', 'Mark Canha (2022)', 'Nolan Schanuel (2024)']"
Gavin Sheets__2024_2025,weakness_up,1.0,10,"['David Fry (2024)', 'David Peralta (2024)', 'Garrett Cooper (2022)', 'Joey Bart (2024)', 'Josh Naylor (2024)', 'Orlando Arcia (2022)', 'Ramon Urias (2021)', 'Rob Refsnyder (2024)', 'Rowdy Tellez (2024)', 'Will Smith (2024)']","['David Fry (2024)', 'David Peralta (2024)', 'Garrett Cooper (2022)', 'Joey Bart (2024)', 'Josh Naylor (2024)', 'Orlando Arcia (2022)', 'Ramon Urias (2021)', 'Rob Refsnyder (2024)', 'Rowdy Tellez (2024)', 'Will Smith (2024)']"
George Springer__2024_2025,weakness_up,1.0,10,"['Christian Yelich (2022)', 'Christian Yelich (2024)', 'Freddie Freeman (2021)', 'Joc Pederson (2022)', 'Kyle Tucker (2023)', 'Matt Olson (2021)', 'Paul Goldschmidt (2021)', 'Paul Goldschmidt (2022)', 'Ronald Acuna Jr. (2022)', 'Yordan Alvarez (2021)']","['Christian Yelich (2022)', 'Christian Yelich (2024)', 'Freddie Freeman (2021)', 'Joc Pederson (2022)', 'Kyle Tucker (2023)', 'Matt Olson (2021)', 'Paul Goldschmidt (2021)', 'Paul Goldschmidt (2022)', 'Ronald Acuna Jr. (2022)', 'Yordan Alvarez (2021)']"
Geraldo Perdomo__2024_2025,strength_up,1.0,10,"['Geraldo Perdomo (2024)', 'Ha-seong Kim (2024)', 'Jonathan India (2024)', 'Jose Ramirez (2023)', 'Lars Nootbaar (2023)', 'Mookie Betts (2024)', 'Steven Kwan (2022)', 'Steven Kwan (2023)', 'Steven Kwan (2024)', 'Tony Kemp (2021)']","['Geraldo Perdomo (2024)', 'Ha-seong Kim (2024)', 'Jonathan India (2024)', 'Jose Ramirez (2023)', 'Lars Nootbaar (2023)', 'Mookie Betts (2024)', 'Steven Kwan (2022)', 'Steven Kwan (2023)', 'Steven Kwan (2024)', 'Tony Kemp (2021)']"
Giancarlo Stanton__2024_2025,strength_up,1.0,10,"['Franmil Reyes (2021)', 'Giancarlo Stanton (2021)', 'Giancarlo Stanton (2022)', 'Giancarlo Stanton (2024)', 'Matt Olson (2022)', 'Miguel Sano (2021)', 'Mike Trout (2022)', 'Patrick Wisdom (2023)', ""Tyler O'Neill (2024)"", 'William Contreras (2022)']","['Franmil Reyes (2021)', 'Giancarlo Stanton (2021)', 'Giancarlo Stanton (2022)', 'Giancarlo Stanton (2024)', 'Matt Olson (2022)', 'Miguel Sano (2021)', 'Mike Trout (2022)', 'Patrick Wisdom (2023)', ""Tyler O'Neill (2024)"", 'William Contreras (2022)']"
Gleyber Torres__2024_2025,weakness_up,1.0,10,"['Alex Bregman (2021)', 'Alex Bregman (2023)', 'Brandon Nimmo (2021)', 'Brendan Donovan (2022)', 'J.P. Crawford (2023)', 'Jesse Winker (2024)', 'Jonah Bride (2024)', 'LaMonte Wade Jr. (2023)', 'LaMonte Wade Jr. (2024)', 'Yandy Diaz (2021)']","['Alex Bregman (2021)', 'Alex Bregman (2023)', 'Brandon Nimmo (2021)', 'Brendan Donovan (2022)', 'J.P. Crawford (2023)', 'Jesse Winker (2024)', 'Jonah Bride (2024)', 'LaMonte Wade Jr. (2023)', 'LaMonte Wade Jr. (2024)', 'Yandy Diaz (2021)']"
Gunnar Henderson__2024_2025,elite,1.0,10,"['Cedric Mullins (2021)', 'George Springer (2022)', 'Gunnar Henderson (2023)', 'Jarren Duran (2023)', 'Lane Thomas (2023)', 'Lawrence Butler (2024)', 'Marcus Semien (2021)', 'Ronald Acuna Jr. (2022)', 'Tommy Pham (2023)', 'Trevor Story (2021)']","['Cedric Mullins (2021)', 'George Springer (2022)', 'Gunnar Henderson (2023)', 'Jarren Duran (2023)', 'Lane Thomas (2023)', 'Lawrence Butler (2024)', 'Marcus Semien (2021)', 'Ronald Acuna Jr. (2022)', 'Tommy Pham (2023)', 'Trevor Story (2021)']"
Harrison Bader__2024_2025,weakness_up,1.0,10,"['Austin Hays (2023)', 'Danny Jansen (2023)', 'David Peralta (2022)', 'Emmanuel Rivera (2022)', 'Kyle Higashioka (2024)', 'Royce Lewis (2024)', ""Travis d'Arnaud (2021)"", ""Travis d'Arnaud (2023)"", ""Travis d'Arnaud (2024)"", 'Yoan Moncada (2023)']","['Austin Hays (2023)', 'Danny Jansen (2023)', 'David Peralta (2022)', 'Emmanuel Rivera (2022)', 'Kyle Higashioka (2024)', 'Royce Lewis (2024)', ""Travis d'Arnaud (2021)"", ""Travis d'Arnaud (2023)"", ""Travis d'Arnaud (2024)"", 'Yoan Moncada (2023)']"
Heliot Ramos__2024_2025,weakness_up,1.0,10,"['Alex Kirilloff (2023)', 'Andrew Vaughn (2021)', 'Andrew Vaughn (2024)', 'Bryan De La Cruz (2023)', 'Bryan Reynolds (2022)', 'Jared Walsh (2021)', 'Joc Pederson (2021)', 'Jordan Walker (2023)', 'Luis Torrens (2021)', 'Mitch Haniger (2021)']","['Alex Kirilloff (2023)', 'Andrew Vaughn (2021)', 'Andrew Vaughn (2024)', 'Bryan De La Cruz (2023)', 'Bryan Reynolds (2022)', 'Jared Walsh (2021)', 'Joc Pederson (2021)', 'Jordan Walker (2023)', 'Luis Torrens (2021)', 'Mitch Haniger (2021)']"
Hunter Goodman__2024_2025,weakness_up,1.0,10,"['Adam Duvall (2021)', 'Avisail Garcia (2021)', 'Brandon Drury (2023)', 'Christian Encarnacion-Strand (2023)', 'Jesus Sanchez (2021)', 'Jesus Sanchez (2024)', 'Josh Jung (2023)', 'Kerry Carpenter (2024)', ""Logan O'Hoppe (2024)"", 'Teoscar Hernandez (2023)']","['Adam Duvall (2021)', 'Avisail Garcia (2021)', 'Brandon Drury (2023)', 'Christian Encarnacion-Strand (2023)', 'Jesus Sanchez (2021)', 'Jesus Sanchez (2024)', 'Josh Jung (2023)', 'Kerry Carpenter (2024)', ""Logan O'Hoppe (2024)"", 'Teoscar Hernandez (2023)']"
