record_id,player_id,player_name,season_t,season_t1,pentagon_area_t,pentagon_area_t1,delta_area,war_t,wrc_t,ops_t,delta_war,delta_wrc,delta_ops,vec_t_power,vec_t_contact,vec_t_discipline,vec_t_defense,vec_t_speed,delta_vec_power,delta_vec_contact,delta_vec_discipline,delta_vec_defense,delta_vec_speed,is_elite,is_strength_up,is_weakness_up,is_decliner,stratum
Nathaniel Lowe__2021_2022,Nathaniel Lowe,Nathaniel Lowe,2021,2022,4966.463771468409,4259.634041633466,-706.8297298349426,2.0,114,0.771,1.1,29,0.0799999999999999,46.74286112430506,52.44371539104239,49.639517264446745,36.29307537930337,43.208729566574185,5.480135512133863,5.66043697366019,-11.17727411558893,-4.366599011910058,-13.968669073759692,False,False,False,False,baseline
Jonathan Villar__2021_2022,Jonathan Villar,Jonathan Villar,2021,2022,4592.747110197528,3900.2995719418655,-692.4475382556616,2.0,103,0.738,-3.2,-44,-0.1759999999999999,43.80083869029647,46.51735548540394,40.63324264810222,43.78610130886472,45.113788972909504,-4.939070685533352,-4.617546612929239,-1.82819494212481,-11.1034280170188,6.316592329555334,False,False,False,False,baseline
Michael A. Taylor__2021_2022,Michael A. Taylor,Michael A. Taylor,2021,2022,4757.013035152028,4479.094874287675,-277.918160864353,2.0,75,0.653,-0.1999999999999999,13,0.017,39.66043167333542,45.17632870049263,35.40819564642924,64.08826163930227,41.86138817766973,-2.7013990153056757,2.306121929915385,3.930391432643255,-11.3231653730653,-0.3932138280876174,False,False,True,False,weakness_up
Rhys Hoskins__2021_2022,Rhys Hoskins,Rhys Hoskins,2021,2022,4777.08240374952,4677.443523593678,-99.63888015584234,1.9,127,0.864,0.5,-4,-0.0699999999999999,54.57957813489337,49.89241702747357,46.24943197242905,39.4683118107789,33.917330395965884,-3.070096018816315,0.8193768599851481,4.955582898650832,-3.981085155497553,-1.6132350716741684,False,False,False,False,baseline
Nelson Cruz__2021_2022,Nelson Cruz,Nelson Cruz,2021,2022,4537.227823493409,4182.371599834797,-354.8562236586122,1.9,123,0.832,-2.4,-36,-0.1809999999999999,56.55770801052104,50.19615125920785,39.09832162528145,37.943471041771886,34.458371674977464,-11.765640989001511,-4.4077560358996095,2.8870429281483965,1.0904462659509235,3.5126576406377765,False,False,True,False,weakness_up
LaMonte Wade Jr.__2021_2022,LaMonte Wade Jr.,LaMonte Wade Jr.,2021,2022,5210.779212034649,4761.314824495657,-449.464387538992,1.9,118,0.808,-1.7999999999999998,-25,-0.143,47.07850223155846,54.52085600567573,44.63106745862569,45.23042378026008,42.6731068429568,-6.274880081805868,-2.472419761614084,4.251495587689291,-3.362409429487741,-2.7798139597506197,False,False,True,False,weakness_up
Wilmer Flores__2021_2022,Wilmer Flores,Wilmer Flores,2021,2022,4850.507944846044,4424.201904237789,-426.306040608255,1.9,114,0.782,-0.5999999999999999,-11,-0.072,41.64249570325874,59.11979223883274,48.13538006917424,44.25471587902673,32.159190756732976,-1.1039243840602708,-4.368298450516647,-0.0262932347723392,-3.5402528458258544,-1.496520407873717,False,False,False,False,baseline
Santiago Espinal__2021_2022,Santiago Espinal,Santiago Espinal,2021,2022,5184.047606431924,4977.440245510461,-206.6073609214627,1.9,115,0.781,0.5,-15,-0.089,29.416831219082336,62.56006721768523,47.15340195782355,49.05405006901416,48.40465808842198,5.024163028310159,-0.7356349519254408,-1.4097211971812484,3.518255044174232,-12.720940137294242,False,False,True,False,weakness_up
Alex Verdugo__2021_2022,Alex Verdugo,Alex Verdugo,2021,2022,5217.606355978177,4767.953954299738,-449.6524016784388,1.9,106,0.777,-0.7999999999999998,-4,-0.045,42.459914001783616,62.70674628340557,45.66385177487516,40.01388390275958,43.88168575835439,-1.1761677697071846,1.8900561579531328,-0.4163815064263048,-1.1450700470441788,-10.466763762444266,False,True,False,False,strength_up
Austin Hays__2021_2022,Austin Hays,Austin Hays,2021,2022,4534.495751041807,4246.3934983845165,-288.1022526572906,1.9,106,0.769,0.0,0,-0.05,44.92624634532103,52.19462589852421,37.86146565228193,44.92153282388906,39.10873791317653,-3.631787338594222,0.5043901779968465,-2.3483587365724503,-0.5788601843972074,-0.4874597794273967,False,False,False,False,baseline
Miguel Rojas__2021_2022,Miguel Rojas,Miguel Rojas,2021,2022,5000.286500905439,4650.8655515022,-349.4209494032384,1.9,93,0.713,-0.7999999999999998,-25,-0.1079999999999999,34.849118910496195,58.003516995816746,43.73831629101482,44.55617367950235,50.476044491851766,-2.6881254290926293,1.883646655636305,-3.6113927474988823,11.517834236328484,-14.195395329641286,False,False,True,False,weakness_up
Ke'Bryan Hayes__2021_2022,Ke'Bryan Hayes,Ke'Bryan Hayes,2021,2022,5576.230434264774,6099.659564481925,523.4291302171514,1.9,85,0.689,1.2000000000000002,1,-0.0299999999999999,40.70124392612815,53.90015225419906,43.609415658300925,56.14785973816878,48.874572810329816,1.2614017500661063,0.7272827216638049,2.76621641868725,5.297889994547639,0.9457942790138888,False,False,True,False,weakness_up
Ramon Laureano__2021_2022,Ramon Laureano,Ramon Laureano,2021,2022,4495.072422672608,4414.0440804267,-81.02834224590788,1.8,112,0.76,-1.2000000000000002,-18,-0.0969999999999999,45.358646301102304,48.600842806669625,38.13207128148606,45.32699531492687,40.43270988216693,-0.7252922439373464,-5.129709552292589,2.4124189812294574,-3.7318491853420497,4.716745193283678,False,False,True,False,weakness_up
Daulton Varsho__2021_2022,Daulton Varsho,Daulton Varsho,2021,2022,5249.563763546976,5695.093574652568,445.5298111055927,1.8,100,0.755,2.5,6,-0.01,42.4677511987645,51.37115083223158,40.59037349836685,47.92605170988522,53.40308777818426,3.968030751730496,-3.711173722575566,-0.7211132590586331,13.59455885853287,-3.28772341471354,False,False,True,False,weakness_up
Jazz Chisholm Jr.__2021_2022,Jazz Chisholm Jr.,Jazz Chisholm Jr.,2021,2022,4986.833485679711,5722.471907282698,735.6384216029874,1.8,94,0.728,0.7,40,0.132,46.05361859799096,46.71806521991368,38.2354969775265,43.122407479317935,54.95090097022413,8.806000212126449,0.2417597324186005,5.23726352571628,4.2531129878601845,-2.5549230048797966,False,False,True,False,weakness_up
Jose Iglesias__2021_2022,Jose Iglesias,Jose Iglesias,2021,2022,4046.209224830078,3949.785739644235,-96.42348518584276,1.8,89,0.701,-0.5,-2,0.007,34.012411985274326,59.552674020021215,27.539407841043328,48.48692777413415,42.52149862519995,-2.1619908001024584,5.379901420078909,4.577798084994136,-2.1628416576366334,-8.434708649062898,False,False,True,False,weakness_up
Franmil Reyes__2021_2022,Franmil Reyes,Franmil Reyes,2021,2022,4402.453039001177,3704.191095432057,-698.2619435691199,1.7,128,0.846,-2.6,-47,-0.2079999999999999,58.3159368886088,43.99791502005033,43.03179102892617,37.8143553725174,32.9939491049835,-10.278480499203134,-6.670148717024127,-4.150337385572094,1.169357852969128,1.8182906084153745,False,False,True,False,weakness_up
Lourdes Gurriel Jr.__2021_2022,Lourdes Gurriel Jr.,Lourdes Gurriel Jr.,2021,2022,4266.647075953363,4314.029684372959,47.38260841959618,1.7,107,0.785,-0.1999999999999999,8,-0.042,46.22563731431031,55.68362063301588,34.99287700774922,45.4537371336527,31.18845970877556,-5.256040540774393,3.9647598553310734,5.388847014795992,-3.2369834101325807,-0.9573142668892024,False,False,True,False,weakness_up
Elias Diaz__2021_2022,Elias Diaz,Elias Diaz,2021,2022,4650.776788794317,3526.8141678384145,-1123.9626209559028,1.7,91,0.774,-2.9,-23,-0.126,43.30304547108992,52.76733382691351,40.6482084860321,52.20417552179739,33.802074092474086,-1.659243844574256,-3.166136995669873,-3.472957675920803,-19.94510243840092,-2.573718211846,False,False,False,False,baseline
Akil Baddoo__2021_2022,Akil Baddoo,Akil Baddoo,2021,2022,4826.0716128100685,4243.031144634722,-583.0404681753462,1.7,108,0.766,-1.9,-43,-0.2079999999999999,40.65530101984467,46.780280228616654,44.92676119905429,39.23088141038235,54.86298828472824,-9.032667056990586,-3.413901657288129,0.4018667458545124,4.582878453049126,-7.145188268486194,False,False,True,False,weakness_up
Carson Kelly__2021_2022,Carson Kelly,Carson Kelly,2021,2022,4947.009419458421,4722.311741823403,-224.6976776350175,1.7,104,0.754,-1.1,-31,-0.137,40.64384698559338,52.04119975665931,51.55440392980496,46.17165135685451,37.14460619741514,-2.5600102089819217,-0.1526641383545737,-5.254119776747018,0.4263132966891163,2.9418975021592786,False,False,True,False,weakness_up
Josh Rojas__2021_2022,Josh Rojas,Josh Rojas,2021,2022,4783.696530010796,5785.7256036484405,1002.0290736376446,1.7,103,0.752,0.8,6,-0.013,36.1561271978824,52.332401265049846,49.44712090707605,39.16416855546517,48.37173624192312,3.066497287780152,3.8462538781095432,4.714318895991674,2.5931523421147062,9.162459865082836,False,False,True,False,weakness_up
Yandy Diaz__2021_2022,Yandy Diaz,Yandy Diaz,2021,2022,5111.520585947826,5947.741854112983,836.2212681651572,1.7,110,0.74,2.2,35,0.0839999999999999,42.130333355693686,57.86575366881025,56.18327454181611,41.33577459600897,32.80099536029025,4.380938069558681,9.781949623114803,8.74252197719806,-1.8981740833080067,-4.776515575627762,False,False,True,False,weakness_up
Rafael Ortega__2021_2022,Rafael Ortega,Rafael Ortega,2021,2022,4759.270924134871,4655.139609689715,-104.13131444515602,1.6,122,0.823,-0.9000000000000001,-24,-0.135,40.83859062373604,56.41915321728539,45.48095415895019,38.42707797989269,42.77528277008573,-4.0197208827487,-1.4713473563688029,5.179865832600441,5.880772357966961,-9.026625666095256,False,False,True,False,weakness_up
Luis Arraez__2021_2022,Luis Arraez,Luis Arraez,2021,2022,5218.417485587037,5489.0235859386885,270.60610035165155,1.6,105,0.733,1.1,25,0.062,31.18961907127089,69.052951492734,52.02380744041761,41.04574838769916,42.81073117998107,5.516220343495675,5.601798610529926,3.695152674019468,-3.575933286409274,-8.361794146865826,False,True,True,False,strength_up
Isiah Kiner-Falefa__2021_2022,Isiah Kiner-Falefa,Isiah Kiner-Falefa,2021,2022,4692.356865339756,5118.453685217746,426.0968198779901,1.6,84,0.67,-0.2000000000000001,0,-0.028,30.653624433904582,63.297921771508186,37.06085256174679,43.14558226795902,53.96364568518107,1.5052187703036497,0.8202168609684577,6.856273954041747,1.5192546226614638,-2.881472551117845,False,True,True,True,decliner
Elvis Andrus__2021_2022,Elvis Andrus,Elvis Andrus,2021,2022,5223.2954782408015,5668.51416162151,445.21868338070817,1.6,73,0.614,1.7999999999999998,31,0.0929999999999999,32.439616437126496,57.853206655339896,37.82260273538009,52.45497370441096,58.13465188788507,8.297477694579143,-1.5809979876058264,5.2630405792203945,-2.975738873157312,-1.9173147471365013,False,False,True,False,weakness_up
Andrew McCutchen__2021_2022,Andrew McCutchen,Andrew McCutchen,2021,2022,5005.441417944375,4493.660560893189,-511.7808570511861,1.5,108,0.778,-0.9,-10,-0.078,46.02649540399226,48.71418783660507,55.60485906204882,34.10616536649133,45.90771962322397,-2.438478969772348,3.3668690570822903,-6.126448043348809,6.420887399242496,-15.02601668727462,False,False,True,False,weakness_up
Danny Jansen__2021_2022,Danny Jansen,Danny Jansen,2021,2022,4858.083108894811,5719.342080056552,861.2589711617411,1.5,105,0.772,1.2000000000000002,36,0.0829999999999999,47.31045514655112,49.27394666597907,42.36008996071413,50.221714114316754,37.63234002947619,4.311220181432077,6.674925030974585,6.974063974760462,-1.775914998426174,2.230233318047567,False,False,True,False,weakness_up
Ian Happ__2021_2022,Ian Happ,Ian Happ,2021,2022,4644.694484301861,5043.464555250284,398.7700709484234,1.5,105,0.757,2.2,17,0.024,48.35538377546763,42.72253193132609,48.35441891927896,37.41170439248568,44.617729342422784,-1.682945292236738,9.358948660409204,-4.583673936985299,8.18040998317263,-2.347875085713696,False,False,True,False,weakness_up
Austin Slater__2021_2022,Austin Slater,Austin Slater,2021,2022,5272.755685239908,5429.561440433057,156.8057551931488,1.5,103,0.744,0.6000000000000001,21,0.03,44.71813959286207,47.22024901358145,44.301362757532736,45.41019906737662,54.06679124396247,-0.211082571251822,1.614234306598597,5.143478218770113,-2.857488373989,0.2160676770417495,False,False,True,False,weakness_up
David Peralta__2021_2022,David Peralta,David Peralta,2021,2022,5156.031151897613,4630.575092739334,-525.4560591582795,1.5,95,0.728,0.1999999999999999,9,0.003,41.569658101186896,55.62533561093251,44.27932907113185,47.03310990062418,44.97343347674365,4.945032564400094,-4.957498329535348,-3.9823784234333672,-1.1028532702369065,-7.239168119911724,False,False,True,False,weakness_up
Aledmys Diaz__2021_2022,Aledmys Diaz,Aledmys Diaz,2021,2022,4191.370691418924,4238.473590876224,47.10289945729983,1.5,97,0.721,-0.7,0,-0.03,41.30917627630266,54.144077887754925,33.120898934192184,51.43172930063111,33.21859952609364,1.0149800151199742,0.565145853046495,3.7402730229149057,-4.744100776788351,-1.0873350987262214,False,False,True,False,weakness_up
Leury Garcia__2021_2022,Leury Garcia,Leury Garcia,2021,2022,4445.356661821695,3779.157486773673,-666.1991750480215,1.5,96,0.711,-2.6,-58,-0.2109999999999999,34.28821785234804,52.88620368275591,38.10962720333632,42.60863025713808,50.660112963855696,-0.4617982958442539,-4.563731639268767,-9.54871141577198,2.6367653774896382,-4.621932832880795,False,False,True,False,weakness_up
Cesar Hernandez__2021_2022,Cesar Hernandez,Cesar Hernandez,2021,2022,4598.608136274476,4251.103202687111,-347.5049335873655,1.5,91,0.694,-1.0,-10,-0.0649999999999999,39.1521322630045,52.401867904137056,44.80492524796077,43.613009912856704,40.076547991581286,-8.039949953888183,3.2636840020647853,-0.7988221138789697,-2.1770076036911448,0.3767185490626232,False,False,True,False,weakness_up
Tucker Barnhart__2021_2022,Tucker Barnhart,Tucker Barnhart,2021,2022,4160.623603514385,3891.509033768716,-269.11456974566863,1.5,81,0.685,-1.2,-18,-0.131,34.28066758616042,46.75760097790157,38.54833353411413,54.326746530220895,36.67821942528537,-6.705141872846362,2.249052731210128,5.220744116412512,-6.229686787078094,-2.557206388933352,False,False,True,False,weakness_up
Yadier Molina__2021_2022,Yadier Molina,Yadier Molina,2021,2022,3822.459130372344,3488.1299658769267,-334.329164495417,1.5,81,0.667,-1.3,-32,-0.132,35.59604287816891,52.943728330755874,29.312158980155665,52.45616062967529,34.80046053360549,-3.748923068815692,-0.9014459322129512,-2.8939709513205223,1.7489832409152584,-1.4368699146756114,False,False,False,False,baseline
Tyler Naquin__2021_2022,Tyler Naquin,Tyler Naquin,2021,2022,4242.819226270317,4326.767016717269,83.94779044695224,1.4,110,0.809,-0.8999999999999999,-18,-0.104,48.71106894169141,53.28062063763736,32.80666682470463,36.23660719128768,39.90939578490936,-1.036191085116165,-8.073192260077612,-1.6487324572644084,5.558731608644472,7.399967765142499,False,False,True,True,decliner
Andrew Benintendi__2021_2022,Andrew Benintendi,Andrew Benintendi,2021,2022,4218.045991422016,5011.178329487399,793.1323380653839,1.4,104,0.766,0.6000000000000001,17,0.006,42.664897044784986,56.36135915278882,36.77558604044786,43.3739549267184,32.51735426835472,-3.603296592368139,5.913202427044936,12.58161973046554,-3.0819171329640938,5.832300501453744,False,False,True,False,weakness_up
Donovan Solano__2021_2022,Donovan Solano,Donovan Solano,2021,2022,4555.965602807147,4193.554954912727,-362.4106478944195,1.4,105,0.748,-0.8999999999999999,-6,-0.024,38.32942352849475,58.59731738724648,39.50644774082075,44.37090142654163,39.50336958211206,0.4078493270075825,-1.2016965158689956,-0.9794769510879816,0.2698749336097279,-7.549802141468465,False,False,True,False,weakness_up
Christian Yelich__2021_2022,Christian Yelich,Christian Yelich,2021,2022,5535.250138751548,5658.085065275402,122.83492652385394,1.4,102,0.736,0.8000000000000003,9,0.002,45.06551117407599,51.65068705689801,55.73598560881904,43.40574979651922,45.37613672477233,4.30630957051671,1.2331217475599558,-1.9795609912197207,-7.680477221682551,7.789581476190328,False,False,False,False,baseline
Gleyber Torres__2021_2022,Gleyber Torres,Gleyber Torres,2021,2022,4504.281189085647,4686.79259918913,182.51141010348329,1.4,96,0.697,1.2000000000000002,18,0.064,37.43372451026686,53.21201475737214,45.92058767124554,39.14574146788139,42.29745730194088,11.975639877312595,-2.5232377529028653,-5.577968479610007,4.628990177339219,-4.302077380106759,False,False,True,False,weakness_up
Reese McGuire__2021_2022,Reese McGuire,Reese McGuire,2021,2022,4566.981289626337,4164.531534897789,-402.4497547285473,1.4,78,0.654,0.0,11,0.023,33.164727831901544,53.723096541888985,38.94206946709496,56.45793761980413,39.40551455941067,2.146433395156869,0.6404814854498113,-4.697444814192409,-4.487220833516304,-2.7807744447168545,False,False,True,False,weakness_up
J.D. Davis__2021_2022,J.D. Davis,J.D. Davis,2021,2022,4214.758882965177,4374.816896426343,160.0580134611664,1.3,128,0.82,-0.1999999999999999,-10,-0.0619999999999999,45.35352009393175,40.85664152450869,42.87057502128362,43.46621642080532,38.22751240600406,8.806428783768226,-0.3177743410702902,0.7872240517821822,-3.966372822138688,-0.7513191677836986,False,False,True,True,decliner
Jesus Aguilar__2021_2022,Jesus Aguilar,Jesus Aguilar,2021,2022,4462.213936837971,3603.445294339044,-858.768642498927,1.3,107,0.788,-2.0,-25,-0.127,44.86674591849019,53.537656846308735,44.79403520118583,42.468082995717765,30.699709138364632,-4.978132583220798,-4.811449479023416,-8.977306544455985,-1.5069975566599538,-0.7447808014756987,False,False,False,False,baseline
Tyrone Taylor__2021_2022,Tyrone Taylor,Tyrone Taylor,2021,2022,4900.303594936782,4733.261058508041,-167.0425364287412,1.3,107,0.778,0.8,-5,-0.049,43.74341246294049,51.28220442179297,38.645894929475496,45.55580563416368,48.36904672804484,1.9241641976497876,-3.4946434196073284,-2.758421982178241,3.0691565691808904,-2.64595422153468,False,False,True,False,weakness_up
Nick Madrigal__2021_2022,Nick Madrigal,Nick Madrigal,2021,2022,4937.620105934063,4627.454764870367,-310.1653410636964,1.3,112,0.774,-1.0,-39,-0.186,31.66472737129068,66.14003689520897,43.540913291906605,45.10249503626992,44.88288433767955,-3.317989811641958,-3.365016402131588,0.867884167895312,1.4492045349083824,-3.5381957381124,False,False,True,False,weakness_up
Paul DeJong__2021_2022,Paul DeJong,Paul DeJong,2021,2022,4425.335829180022,3926.738469104456,-498.597360075566,1.3,84,0.674,-1.3,-31,-0.144,41.39803229388908,42.79137920906534,40.106258219191886,50.75510534934472,41.04980732129651,-1.2614887326383553,-7.912246118296807,1.8356129256320344,-0.8028096265562326,-4.422433113003464,False,False,True,False,weakness_up
Rougned Odor__2021_2022,Rougned Odor,Rougned Odor,2021,2022,4320.176475986158,4147.672665300343,-172.50381068581464,1.3,84,0.665,-1.0,-3,-0.033,43.13641527715576,41.75866767908139,37.58382642069774,52.12290795939885,39.42140813278013,-3.7754526523534366,3.2569567418368166,1.052266945007453,-11.40221837790211,6.005573066031253,False,False,True,False,weakness_up
Brendan Rodgers__2021_2022,Brendan Rodgers,Brendan Rodgers,2021,2022,4323.6471315108365,5131.080287307366,807.4331557965297,1.2,98,0.798,0.6000000000000001,-4,-0.065,44.70971246225356,55.52042290171389,33.14244290969486,42.33272109583219,38.681235572320944,0.9862535854695338,1.5341084412937889,9.988592790129452,4.508670362848285,1.3239428819465928,False,False,True,False,weakness_up
Matt Duffy__2021_2022,Matt Duffy,Matt Duffy,2021,2022,5023.510642103406,4028.818574273679,-994.6920678297274,1.2,104,0.738,-1.2,-26,-0.119,35.45847255681748,61.152541832676704,46.07073201759847,42.044631077573605,46.98287102363216,-3.9839359254776663,-7.2505230058242915,-3.2904412844359925,1.697463550876286,-12.43577144305079,False,False,True,False,weakness_up
Francisco Mejia__2021_2022,Francisco Mejia,Francisco Mejia,2021,2022,3752.954396708276,3100.181005877781,-652.7733908304945,1.2,107,0.738,-0.8999999999999999,-23,-0.0929999999999999,34.97934097191764,53.06972398227634,31.45196432736544,42.24520730280258,39.33974148923119,1.1534071288510432,-3.315383472827911,-8.796652610066012,-1.5393207559033044,-4.561914557645366,False,False,True,False,weakness_up
Gio Urshela__2021_2022,Gio Urshela,Gio Urshela,2021,2022,3726.072043281018,4353.062179110489,626.9901358294705,1.2,97,0.72,1.4,21,0.047,42.94426906184287,51.03437069501028,30.184610271888296,43.27900797779338,32.44137508393197,-0.2084665302043475,8.214102376720348,7.166470457011982,-0.4766439309730401,0.4143768388162101,False,False,True,False,weakness_up
Ryan Jeffers__2021_2022,Ryan Jeffers,Ryan Jeffers,2021,2022,4129.878503602968,4788.550990276979,658.6724866740115,1.2,83,0.67,-0.3999999999999999,3,-0.022,48.12633168426345,37.757164166943056,39.10538403804277,51.66528732092522,33.77848154840814,-2.6187771039527306,10.678095399689838,6.317560301891028,-5.265330052867448,4.935393787619375,False,False,True,True,decliner
Ramon Urias__2021_2022,Ramon Urias,Ramon Urias,2021,2022,4580.274496768619,4936.095076166467,355.8205793978477,1.1,115,0.774,1.5,-10,-0.054,44.222359687833176,53.833879715398126,46.34924600740098,38.33406722101889,36.08919732631824,2.582923179754907,-3.3320082295591646,-7.030664295875027,13.040442123949909,4.762853191203696,False,False,True,False,weakness_up
Ji-Man Choi__2021_2022,Ji-Man Choi,Ji-Man Choi,2021,2022,4742.690986738955,4569.263277139227,-173.42770959972768,1.1,117,0.758,-0.1,-3,-0.029,47.629715944190814,44.844442220329526,53.11693366257037,41.26237784998328,36.717129657676,1.2513350360410982,-0.0302861111209153,1.5778632691136352,2.5009110145042115,-8.938562220512054,False,False,True,False,weakness_up
Seth Brown__2021_2022,Seth Brown,Seth Brown,2021,2022,4621.426452377244,4681.456614682933,60.03016230568937,1.1,104,0.754,0.3999999999999999,11,-0.005,50.2563080737328,42.03769024264552,41.60518697469252,48.24668586273152,39.08057064461487,0.2883768742100869,5.064509472447604,1.4084721170142132,-12.790075592503705,6.416735028429898,False,False,True,False,weakness_up
Gary Sanchez__2021_2022,Gary Sanchez,Gary Sanchez,2021,2022,4210.3699644113785,4605.552136966814,395.1821725554355,1.1,101,0.73,0.2999999999999998,-13,-0.0709999999999999,48.74675410342804,43.879128876720046,47.5885341259378,38.13274173100303,32.370124843699905,1.7239822575949688,-1.1715031924254689,-3.861624643261969,11.232768699482364,2.723033152144339,False,False,True,False,weakness_up
Tommy Pham__2021_2022,Tommy Pham,Tommy Pham,2021,2022,5282.930424441831,5167.449875736258,-115.4805487055728,1.1,103,0.724,-0.5000000000000001,-13,-0.0379999999999999,45.573143598896685,51.989143186550805,58.27729721942237,35.79503978986919,44.54406854994858,1.6839760006704267,-2.49268861539003,-9.628666751242264,6.220510947445007,1.1111477833861088,False,False,True,False,weakness_up
Jake Fraley__2021_2022,Jake Fraley,Jake Fraley,2021,2022,5081.55484087986,4801.241262893101,-280.3135779867589,1.1,109,0.721,-0.3,12,0.091,38.45909873693956,46.589687115675325,57.62088631032076,43.3182360034896,45.41300263205073,4.485324145007141,5.552035691611906,-9.75485971235296,-2.876641191476238,-4.328705866341657,False,False,True,False,weakness_up
Jeff McNeil__2021_2022,Jeff McNeil,Jeff McNeil,2021,2022,4391.7877685160365,5317.026913205802,925.2391446897656,1.1,91,0.679,4.4,49,0.1569999999999999,35.16663040764018,58.34656741707962,37.20197677477008,49.29935128578354,37.63769351640046,2.836751175106869,9.855269491992097,4.432658549976125,1.2303075802921128,3.545382425018282,False,False,True,False,weakness_up
Dylan Moore__2021_2022,Dylan Moore,Dylan Moore,2021,2022,5297.662793893206,5566.853015437069,269.1902215438631,1.1,74,0.61,0.8999999999999999,53,0.143,37.95042891511584,42.87759967043903,48.65984605174366,53.89379920996213,52.311179886487366,4.907299586966083,2.868950400118486,6.102173916582423,-8.094255299802043,1.072247429050556,False,False,True,False,weakness_up
Jesus Sanchez__2021_2022,Jesus Sanchez,Jesus Sanchez,2021,2022,4272.476091671108,4392.066675544657,119.5905838735489,1.0,111,0.808,-0.5,-23,-0.126,51.65591964099504,45.83166283678926,37.71150217750589,45.29401351986172,32.80798129657661,-3.3229719540000104,-1.1732765144026305,2.11580580409602,-3.0868465985018005,7.153220597810893,False,False,True,True,decliner
Eric Haase__2021_2022,Eric Haase,Eric Haase,2021,2022,4278.669699090193,3890.534459265481,-388.1352398247122,1.0,100,0.745,0.1999999999999999,11,0.003,51.92177130182283,41.27258574351918,37.89493935035949,40.085344458734056,40.99378072336426,-6.216707325072051,3.521271137036827,-1.6793708014206885,-1.6707471965216385,-3.894814599206498,False,False,True,False,weakness_up
Brian Anderson__2021_2022,Brian Anderson,Brian Anderson,2021,2022,4497.18723576435,4261.6505572562,-235.53667850814963,1.0,95,0.715,-0.8,-10,-0.0579999999999999,39.73895320527674,45.9225299980485,41.70750959340929,46.116681698412606,44.18586405261202,3.4228492229455867,-1.2424699777841255,1.001701729772428,-4.734345988911102,-4.46932956065033,False,False,True,False,weakness_up
Gavin Lux__2021_2022,Gavin Lux,Gavin Lux,2021,2022,4987.310390185055,5382.709640482305,395.3992502972496,1.0,90,0.692,1.7000000000000002,23,0.053,38.66194727403456,52.6534474089764,47.17302280888666,42.406117841857885,48.94658702765641,0.8422081570322035,2.914607504145472,2.959778490593358,3.598834971086788,-1.792274547833529,False,False,True,False,weakness_up
Christian Vazquez__2021_2022,Christian Vazquez,Christian Vazquez,2021,2022,4249.043652407016,4036.62118140077,-212.4224710062449,1.0,76,0.659,0.8999999999999999,23,0.0549999999999999,32.6439412359909,57.019028481740186,40.05459607577817,50.31828564898353,33.44581392061224,7.017056070115665,3.383182472897189,-2.137173024958244,1.645029620005559,-13.445813920612236,False,False,True,False,weakness_up
Sergio Alcantara__2021_2022,Sergio Alcantara,Sergio Alcantara,2021,2022,4930.302232240984,4216.022696559743,-714.2795356812412,1.0,73,0.63,-1.0,-3,-0.013,35.275382770517005,43.24900868549358,49.214349757492016,53.05389086909179,46.45054823084112,-0.0286633773838147,5.181792112018343,-6.932761609779405,-8.80088209989907,-5.694035358790195,False,False,True,False,weakness_up
Jose Trevino__2021_2022,Jose Trevino,Jose Trevino,2021,2022,4182.896599616125,5073.708995505949,890.8123958898241,1.0,63,0.607,2.8,27,0.064,36.14979267626794,52.79407973791074,34.374823629163295,56.615725043543904,33.70732813137511,3.6802370662416735,1.3330764142104172,-0.5215007982406945,17.26624022830579,3.054020909172536,False,False,True,False,weakness_up
Connor Joe__2021_2022,Connor Joe,Connor Joe,2021,2022,5337.051249415896,4977.45798702924,-359.5932623866556,0.9,114,0.848,-0.6000000000000001,-25,-0.151,44.88376142186647,56.770327288792856,52.34282658578665,44.7453183125655,37.50717853850671,-8.407458542263583,-2.475621567725838,1.4810359471570322,-4.031865595223223,6.190872791823615,False,False,True,False,weakness_up
Taylor Ward__2021_2022,Taylor Ward,Taylor Ward,2021,2022,4619.334748472995,5654.469035535965,1035.1342870629703,0.9,110,0.769,2.8000000000000003,26,0.0639999999999999,44.2102459214731,51.06594649783416,42.50707202102855,43.34453390744623,39.32807371545155,6.350654427984793,7.099592541952099,10.250390141112431,2.023162614251355,-2.969068049553812,False,False,True,False,weakness_up
Trey Mancini__2021_2022,Trey Mancini,Trey Mancini,2021,2022,4125.249167087925,4248.647758235124,123.3985911471982,0.9,105,0.758,0.0999999999999999,0,-0.048,46.31000720676908,50.73870674395697,40.626399818338186,38.81205113712751,31.569402962309987,-1.1550463678652676,-1.2361605984135622,2.4804971536173497,2.5988803257103257,0.5483483202815336,False,False,True,False,weakness_up
Lane Thomas__2021_2022,Lane Thomas,Lane Thomas,2021,2022,5315.243740681259,4567.622373679385,-747.6213670018733,0.9,104,0.752,0.4999999999999999,-6,-0.047,43.56034552419716,52.24063110049482,53.89693269576253,42.655729099207136,43.928157812076165,-2.4318272154301184,-0.0769742589257305,-9.552523146983477,-0.5222480445460178,-4.553653614787372,False,False,False,False,baseline
